PROFILE_DEVICE_OS,PRODUCT_GROUP_TARIFF,FILIAL_ID,NETWORK_SQI_DATA,NETWORK_OVERLOAD,SNAP_DATE_DAY,NETWORK_PROSTOI,SURVEY_GENDER,NETWORK_DURATION_2G,PRODUCT_PEREPLATY,NETWORK_4G_SHARE,PRODUCT_NAME_LINE_TP,NETWORK_DURATION_4G,REGION_FILIAL,NPS,SURVEY_ARPU_GROUP,NETWORK_VOLTE,PROFILE_DEVICE_TYPE,PROFILE_KINOPOISK,PRODUCT_EVA_TYPE,PROFILE_DEVICE_PRICE,NETWORK_VOWIFI,SURVEY_CITY_SIZE,SURVEY_OPERATOR_AGE_GROUP,SURVEY_AGE_GROUP,NETWORK_SQI_VOICE,PRODUCT_TARIFF_CHANGE,NETWORK_SPEED_LTE,NETWORK_SPD_LOWER_THAN_2000
iOS,Внутрисетевые,8,Прочее,Нет,2024-06-30,Риск простоя,Муж,Прочее,До 40 руб,d. >90%,FWA Мобильный конвергент: Объединяй! Мобильный,Прочее,Уральский филиал,-0.16962182348127822,Высокий,Не VoLTE,SMART WATCH,Нет,Ева Volte,Более 50 тыс. руб,Нет,Большой,35-44,55+,<98%,31-90 дней,2...5 Mbps,Менее 20%
Прочее,Агентский конвергент,1,<98%,Нет,2023-03-14,Риск простоя,Жен,5...20%,До 40 руб,b. <80%,Включайся! - Линейка 3.2,Более 80%,Поволжский филиал,0.1993982253787945,Средний,До 80%,DATA CARD,Более 1GB,Ева МЛК,До 10 тыс. руб.,Есть,Большой,55+,55+,98..99.5%,31-90 дней,2...5 Mbps,Более 80%
iOS,СНГ,5,Прочее,До 15 дней,2023-11-05,Более 24 часов,Жен,Менее 5%,До 40 руб,a. <100 MB,Тарифные планы FMC - Объединяй 1.0,Прочее,Столичный филиал,-0.10692249281337486,Низкий,До 80%,NETWORK DEVICE,До 100MB,Ева МЛК,10-25 тыс. руб.,Есть,Средний,55+,55+,<98%,Более 366 дней,2...5 Mbps,Прочее
iOS,Персональные,18,Прочее,Нет,2024-06-02,Нет простоя,Муж,Более 20%,Нет переплат,d. >90%,China,Менее 80%,Кавказский филиал,-0.24028866833763038,Средний,Более 80%,TABLET,До 100MB,Ева МЛК,Более 50 тыс. руб,Есть,Средний,45-54,55+,Прочее,До 30 дней,2...5 Mbps,20...80%
Прочее,Персональные,13,>99.5%,Нет,2024-10-16,Нет простоя,Муж,Прочее,Более 40 руб,d. >90%,Для ТП Первый семейный,Менее 80%,Уральский филиал,-0.1119446597165494,Низкий,Не VoLTE,UNDEFINED,Более 1GB,Ева+,25-50 тыс. руб.,Нет,Средний,55+,55+,Прочее,181-366 дней,2...5 Mbps,20...80%
iOS,ПД,5,<98%,Нет,2024-06-11,Более 24 часов,Жен,Менее 5%,Нет переплат,c. 80-90%,Тарифные планы FMC - Объединяй 2.0,Более 80%,Центральный филиал,-0.23407690175519144,Низкий,До 80%,DATA CARD,Нет,Ева МЛК,10-25 тыс. руб.,Нет,Малый,55+,18-24,<98%,До 30 дней,2...5 Mbps,20...80%
iOS,Агентский конвергент,7,Прочее,До 15 дней,2024-03-25,Риск простоя,Жен,5...20%,Нет переплат,c. 80-90%,Включайся! - Линейка 3.0,Менее 80%,Кавказский филиал,-0.09639075409237637,Низкий,Более 80%,NETWORK DEVICE,Более 1GB,Ева Volte,До 10 тыс. руб.,Нет,Средний,25-34,35-44,<98%,Более 366 дней,2...5 Mbps,Более 80%
Android,Агентский конвергент,12,Прочее,Нет,2023-02-08,Нет простоя,Жен,5...20%,До 40 руб,a. <100 MB,Управляй 2.0,Менее 80%,Поволжский филиал,-0.3164184737974048,Высокий,До 80%,LAPTOP,Более 1GB,Ева МЛК,10-25 тыс. руб.,Нет,Малый,55+,35-44,>99.5%,91-180 дней,5...10 Mbps,Прочее
iOS,Прочие,2,>99.5%,Более 15 дней,2024-08-31,Нет простоя,Муж,5...20%,До 40 руб,b. <80%,Линейка 'Для своих',Менее 80%,Столичный филиал,0.10794947624300986,Высокий,Более 80%,UNDEFINED,Нет,Ева Volte,10-25 тыс. руб.,Нет,Большой,45-54,35-44,<98%,181-366 дней,5...10 Mbps,20...80%
iOS,Включайся!,13,Прочее,Нет,2024-10-31,Более 24 часов,Муж,Менее 5%,Нет переплат,d. >90%,Тарифные планы FMC - Объединяй 6.1,Прочее,Столичный филиал,0.34166378854979756,Низкий,До 80%,DATA CARD,Более 1GB,Ева МЛК,Нет данных,Есть,Большой,55+,55+,98..99.5%,Прочее,5...10 Mbps,20...80%
iOS,ПД,14,>99.5%,Нет,2024-01-22,Риск простоя,Жен,5...20%,До 40 руб,d. >90%,Тарифные планы FMC - Объединяй 4.0,Менее 80%,Сибирский филиал,1.0,Низкий,Не VoLTE,NETWORK DEVICE,Более 1GB,Ева+,Нет данных,Нет,Средний,25-34,55+,>99.5%,Прочее,Прочее,20...80%
Android,Включайся!,6,Прочее,Нет,2024-03-30,5-24 часа,Не определен,5...20%,Более 40 руб,d. >90%,Без переплат - Линейка 2.3,Прочее,Столичный филиал,-0.030789134038514,Средний,До 80%,DATA CARD,100MB - 1GB,Ева МЛК,Более 50 тыс. руб,Нет,Малый,45-54,18-24,>99.5%,31-90 дней,>10 Mbps,Более 80%
iOS,ПД,16,<98%,До 15 дней,2023-06-25,Риск простоя,Не определен,Менее 5%,До 40 руб,d. >90%,Линейка 'Безлимит 1.0',Прочее,Дальневосточный филиал,-0.07427041853112532,Низкий,Не VoLTE,PHONE,Нет,Ева+,25-50 тыс. руб.,Есть,Большой,55+,55+,>99.5%,До 30 дней,<2 Mbps,Более 80%
Прочее,Внутрисетевые,10,>99.5%,До 15 дней,2024-08-22,5-24 часа,Жен,Менее 5%,Более 40 руб,a. <100 MB,Тёплый приём - линейка 2.1,Прочее,Дальневосточный филиал,-0.05430335753950984,Низкий,Не VoLTE,LAPTOP,Более 1GB,Ева+,До 10 тыс. руб.,Есть,Средний,18-24,55,Прочее,Прочее,<2 Mbps,20...80%
Android,Внутрисетевые,11,Прочее,До 15 дней,2023-08-29,Риск простоя,Жен,Более 20%,До 40 руб,d. >90%,Тёплый приём - линейка 5.0,Менее 80%,Сибирский филиал,0.0,Низкий,Более 80%,SMART WATCH,100MB - 1GB,Ева МЛК,Нет данных,Есть,Большой,25-34,45-54,>99.5%,91-180 дней,<2 Mbps,Прочее
iOS,Включайся!,1,98...99.5%,Нет,2024-04-06,Более 24 часов,Жен,Прочее,Нет переплат,d. >90%,ВСР - Отмена,Прочее,Столичный филиал,-1.0,Высокий,Более 80%,PHONE,Более 1GB,Ева Volte,Нет данных,Есть,Малый,35-44,55+,<98%,До 30 дней,<2 Mbps,Более 80%
Android,Все мобильные,15,Прочее,Нет,2024-12-16,1-5 часов,Не определен,5...20%,До 40 руб,c. 80-90%,Прочее,Более 80%,Уральский филиал,-0.04955040219265528,Низкий,До 80%,SMARTPHONE,До 100MB,Ева МЛК,25-50 тыс. руб.,Нет,Большой,25-34,55+,>99.5%,91-180 дней,>10 Mbps,Прочее
Прочее,Включайся!,16,<98%,До 15 дней,2024-09-20,1-5 часов,Не определен,Менее 5%,До 40 руб,d. >90%,Управляй!+ 2.0,Менее 80%,Центральный филиал,-0.07607173512370591,Высокий,Не VoLTE,UNDEFINED,До 100MB,Ева Volte,10-25 тыс. руб.,Нет,Средний,25-34,55+,<98%,181-366 дней,>10 Mbps,20...80%
iOS,ПД,10,98...99.5%,До 15 дней,2023-09-17,Более 24 часов,Муж,Более 20%,Более 40 руб,b. <80%,МегаФон - Линейка 3.1,Менее 80%,Уральский филиал,-0.7406554083113207,Высокий,Не VoLTE,USB MODEM,100MB - 1GB,Ева Volte,10-25 тыс. руб.,Есть,Малый,55+,45-54,98..99.5%,Более 366 дней,>10 Mbps,20...80%
Android,Агентский конвергент,10,Прочее,Нет,2023-08-11,1-5 часов,Не определен,Прочее,Более 40 руб,a. <100 MB,Включайся! - Линейка 2.1,Более 80%,Уральский филиал,-0.10465837127982873,Средний,Более 80%,TABLET,Более 1GB,Ева МЛК,До 10 тыс. руб.,Есть,Большой,18-24,55+,>99.5%,Более 366 дней,<2 Mbps,Более 80%
iOS,Прочие,3,>99.5%,Нет,2023-07-05,Более 24 часов,Муж,Менее 5%,Нет переплат,d. >90%,Включайся! - Линейка 3.4 - Прочие ТП,Менее 80%,Северо-Западный филиал,-0.14707605630367518,Низкий,Более 80%,NETWORK DEVICE,До 100MB,Ева МЛК,Более 50 тыс. руб,Есть,Малый,55+,55+,98..99.5%,31-90 дней,<2 Mbps,Менее 20%
Прочее,Все включено,11,98...99.5%,До 15 дней,2024-02-17,5-24 часа,Не определен,Менее 5%,До 40 руб,c. 80-90%,Включайся! - Линейка 2.1,Более 80%,Поволжский филиал,-0.274731557393428,Низкий,До 80%,UNDEFINED,Более 1GB,Ева Volte,25-50 тыс. руб.,Нет,Средний,45-54,55+,<98%,31-90 дней,Прочее,Более 80%
Прочее,СНГ,11,>99.5%,До 15 дней,2023-11-30,Более 24 часов,Жен,5...20%,Более 40 руб,c. 80-90%,Включайся! - Линейка 3.4.2 - Прочие ТП,Прочее,Центральный филиал,-0.32500501071939303,Низкий,Более 80%,SMARTPHONE,Нет,Ева+,До 10 тыс. руб.,Нет,Средний,35-44,18-24,98..99.5%,91-180 дней,2...5 Mbps,Прочее
Прочее,Внутрисетевые,16,Прочее,Более 15 дней,2024-04-26,1-5 часов,Жен,Прочее,Более 40 руб,a. <100 MB,Без переплат - Линейка 3.0,Менее 80%,Столичный филиал,-0.5168583195038622,Высокий,До 80%,LAPTOP,Нет,Ева Volte,10-25 тыс. руб.,Нет,Большой,25-34,55+,>99.5%,91-180 дней,5...10 Mbps,Более 80%
iOS,Без переплат,6,98...99.5%,До 15 дней,2024-04-24,Риск простоя,Муж,Менее 5%,Нет переплат,c. 80-90%,LEGO_Включайся!;Тёплый приём Lego,Прочее,Сибирский филиал,-0.16459416239454022,Низкий,Не VoLTE,ROUTER,100MB - 1GB,Ева+,Нет данных,Нет,Средний,55+,25-34,Прочее,До 30 дней,Прочее,20...80%
Android,СНГ,9,>99.5%,До 15 дней,2024-02-02,Риск простоя,Жен,5...20%,До 40 руб,d. >90%,Включайся! - Линейка 3.4 - Прочие ТП,Менее 80%,Столичный филиал,-0.881959381384818,Высокий,Более 80%,SMART WATCH,Нет,Ева+,Нет данных,Нет,,45-54,55+,Прочее,181-366 дней,Прочее,Прочее
Android,Включайся!,1,<98%,Нет,2024-04-17,Более 24 часов,Не определен,Менее 5%,Более 40 руб,d. >90%,Включайся! - Линейка 2.2,Менее 80%,Кавказский филиал,0.37733426113823215,Низкий,До 80%,UNDEFINED,До 100MB,Ева МЛК,До 10 тыс. руб.,Нет,Средний,25-34,55+,>99.5%,181-366 дней,>10 Mbps,Прочее
iOS,СНГ,6,>99.5%,Более 15 дней,2023-12-28,5-24 часа,Муж,5...20%,Нет переплат,c. 80-90%,Линейка 'Безлимит 1.0',Прочее,Дальневосточный филиал,0.4664192635296486,Средний,До 80%,TABLET,До 100MB,Ева Volte,Нет данных,Нет,Средний,55+,45-54,>99.5%,До 30 дней,<2 Mbps,20...80%
Android,Все мобильные,18,>99.5%,Более 15 дней,2023-12-31,1-5 часов,Жен,Более 20%,Более 40 руб,c. 80-90%,Агентская линейка 2021,Менее 80%,Сибирский филиал,-1.0,Низкий,Более 80%,USB MODEM,До 100MB,Ева МЛК,Нет данных,Нет,Большой,55+,35-44,Прочее,Прочее,5...10 Mbps,20...80%
iOS,Внутрисетевые,13,<98%,До 15 дней,2023-08-20,Риск простоя,Жен,Прочее,До 40 руб,a. <100 MB,Управляй!+ 2.0,Более 80%,Поволжский филиал,0.131349150713046,Высокий,Более 80%,NETWORK DEVICE,Нет,Ева+,10-25 тыс. руб.,Есть,Большой,25-34,55+,<98%,Более 366 дней,5...10 Mbps,Менее 20%
Android,Сэмплинг,2,98...99.5%,Нет,2024-10-05,Более 24 часов,Муж,5...20%,Нет переплат,c. 80-90%,Без переплат - Линейка 1.4,Более 80%,Кавказский филиал,0.7141326825267428,Низкий,Более 80%,DATA CARD,До 100MB,Ева+,10-25 тыс. руб.,Есть,Большой,25-34,55+,<98%,До 30 дней,5...10 Mbps,Менее 20%
Прочее,ПД,19,<98%,Нет,2024-02-27,Нет простоя,Не определен,Более 20%,До 40 руб,c. 80-90%,CVM,Прочее,Поволжский филиал,-0.6019760127022015,Высокий,Более 80%,USB MODEM,100MB - 1GB,Ева Volte,10-25 тыс. руб.,Нет,Большой,35-44,55+,<98%,Более 366 дней,Прочее,Более 80%
Прочее,Персональные,2,<98%,Нет,2023-09-23,Риск простоя,,5...20%,Более 40 руб,d. >90%,Без переплат - Линейка 2.1,Прочее,Сибирский филиал,-0.897912505252878,Высокий,До 80%,DATA CARD,Более 1GB,Ева Volte,Более 50 тыс. руб,Есть,Средний,25-34,55+,>99.5%,Более 366 дней,2...5 Mbps,Прочее
iOS,Все мобильные,4,98...99.5%,До 15 дней,2023-06-05,Риск простоя,Муж,Более 20%,До 40 руб,c. 80-90%,ВВ - 05.17 (S/M/S+/M+),Менее 80%,Уральский филиал,0.038524358407042,Высокий,До 80%,DATA CARD,Более 1GB,Ева Volte,До 10 тыс. руб.,Есть,Большой,55+,25-34,98..99.5%,31-90 дней,<2 Mbps,Менее 20%
Прочее,Персональные,4,<98%,Более 15 дней,2024-08-01,Нет простоя,Не определен,Прочее,Нет переплат,c. 80-90%,Без переплат - Линейка 2.0,Менее 80%,Центральный филиал,-0.023389453664363277,Средний,Не VoLTE,PHONE,100MB - 1GB,Ева МЛК,До 10 тыс. руб.,Нет,Средний,35-44,55+,<98%,Более 366 дней,2...5 Mbps,Более 80%
Прочее,Все включено,10,98...99.5%,Более 15 дней,2024-01-14,Нет простоя,Муж,Менее 5%,Нет переплат,a. <100 MB,FMC - продукты для агентов,Менее 80%,Сибирский филиал,-1.0,Средний,Более 80%,TABLET,Более 1GB,Ева Volte,До 10 тыс. руб.,Есть,Средний,55+,55+,Прочее,Прочее,<2 Mbps,Менее 20%
iOS,Агентский конвергент,17,Прочее,До 15 дней,2023-09-09,Нет простоя,Не определен,Менее 5%,До 40 руб,b. <80%,Тёплый приём - линейка 2.1,Менее 80%,Столичный филиал,0.886047095247707,Средний,До 80%,USB MODEM,До 100MB,Ева МЛК,До 10 тыс. руб.,Есть,Большой,55+,35-44,98..99.5%,Более 366 дней,<2 Mbps,Более 80%
