NETWORK_SPD_LOWER_THAN_2000,NETWORK_SQI_VOICE,SURVEY_CITY_SIZE,PRODUCT_GROUP_TARIFF,NETWORK_4G_SHARE,SNAP_DATE_DAY,PROFILE_DEVICE_OS,FILIAL_ID,NETWORK_VOWIFI,SURVEY_ARPU_GROUP,PRODUCT_TARIFF_CHANGE,NETWORK_DURATION_2G,NPS,SURVEY_AGE_GROUP,NETWORK_VOLTE,PRODUCT_EVA_TYPE,PROFILE_KINOPOISK,SURVEY_GENDER,NETWORK_OVERLOAD,NETWORK_DURATION_4G,SURVEY_OPERATOR_AGE_GROUP,PROFILE_DEVICE_PRICE,NETWORK_SPEED_LTE,NETWORK_SQI_DATA,PRODUCT_NAME_LINE_TP,REGION_FILIAL,PROFILE_DEVICE_TYPE,PRODUCT_PEREPLATY,NETWORK_PROSTOI
Более 80%,>99.5%,Малый,Агентский конвергент,d. >90%,2024-10-16,Прочее,12.0,Нет,Средний,31-90 дней,Менее 5%,-0.219843455992047,55+,Более 80%,Ева МЛК,100MB - 1GB,Муж,Более 15 дней,Менее 80%,35-44,Более 50 тыс. руб,Прочее,Прочее,Включайся! - Линейка 2,Уральский филиал,NETWORK DEVICE,До 40 руб,Риск простоя
Более 80%,98..99.5%,Средний,СНГ,d. >90%,2024-03-09,Android,14.0,Есть,Высокий,Более 366 дней,5...20%,0.058188476306714476,45-54,Более 80%,Ева Volte,Более 1GB,Не определен,Более 15 дней,Прочее,35-44,10-25 тыс. руб.,Прочее,>99.5%,Тёплый приём - линейка 4.1,Дальневосточный филиал,DATA CARD,Нет переплат,Риск простоя
Прочее,Прочее,Средний,Сэмплинг,b. <80%,2024-01-21,Android,1.0,Нет,Средний,31-90 дней,Менее 5%,-0.3051877349734181,45-54,Более 80%,Ева+,До 100MB,Не определен,Более 15 дней,Более 80%,45-54,До 10 тыс. руб.,2...5 Mbps,<98%,Включайся! - Линейка 3.4.3 - Прочие ТП,Поволжский филиал,TABLET,Нет переплат,1-5 часов
Менее 20%,>99.5%,Большой,ПД,c. 80-90%,2024-04-25,Прочее,10.0,Нет,Средний,31-90 дней,Более 20%,0.016816351618874587,55+,Не VoLTE,Ева+,Более 1GB,Жен,Нет,Более 80%,55+,Более 50 тыс. руб,Прочее,98...99.5%,"Включайся! Конструктор 3.3 - допы (РН, ГБ, МИН)",Центральный филиал,SMART WATCH,Более 40 руб,5-24 часа
20...80%,>99.5%,Большой,Прочие,d. >90%,2023-06-23,iOS,9.0,Нет,Высокий,91-180 дней,5...20%,-0.0,35-44,Более 80%,Ева МЛК,Более 1GB,Не определен,Более 15 дней,Прочее,45-54,Нет данных,5...10 Mbps,>99.5%,LEGO_Включайся!;Тёплый приём Lego,Сибирский филиал,SMARTPHONE,Нет переплат,Риск простоя
20...80%,<98%,Малый,Внутрисетевые,c. 80-90%,2023-01-11,Android,10.0,Нет,Низкий,31-90 дней,Прочее,-0.001300823985307849,45-54,Более 80%,Ева Volte,До 100MB,Муж,Более 15 дней,Более 80%,55+,До 10 тыс. руб.,Прочее,Прочее,Включайся! - Линейка 3.0,Уральский филиал,PHONE,До 40 руб,Более 24 часов
20...80%,98..99.5%,Малый,Все включено,c. 80-90%,2023-05-01,Android,7.0,Есть,Высокий,До 30 дней,Менее 5%,-0.6517527493132518,35-44,Более 80%,Ева Volte,Более 1GB,Не определен,Нет,Менее 80%,25-34,Нет данных,>10 Mbps,>99.5%,Тарифные планы FMC - Объединяй 6.1,Столичный филиал,PHONE,Более 40 руб,5-24 часа
Менее 20%,Прочее,nan,Агентский конвергент,b. <80%,2023-12-07,Прочее,16.0,Есть,Высокий,До 30 дней,Более 20%,1.0,55+,До 80%,Ева Volte,До 100MB,Жен,До 15 дней,Более 80%,45-54,Нет данных,5...10 Mbps,98...99.5%,ВВ - 05.17 (XS/L/XL/VIP),Сибирский филиал,USB MODEM,До 40 руб,5-24 часа
Более 80%,<98%,Малый,Все мобильные,c. 80-90%,2024-07-13,Android,12.0,Нет,Высокий,Более 366 дней,Менее 5%,0.07834110597390437,35-44,До 80%,Ева МЛК,Нет,Муж,До 15 дней,Более 80%,55,Более 50 тыс. руб,>10 Mbps,Прочее,Твой интернет - линейка 2019,Центральный филиал,LAPTOP,Более 40 руб,5-24 часа
Прочее,>99.5%,Малый,Внутрисетевые,c. 80-90%,2023-06-04,Android,12.0,Есть,Средний,До 30 дней,Прочее,-0.06107920306105598,55+,Не VoLTE,Ева МЛК,100MB - 1GB,Муж,До 15 дней,Менее 80%,55+,25-50 тыс. руб.,5...10 Mbps,98...99.5%,Без переплат - Линейка 1.5,Дальневосточный филиал,PHONE,Нет переплат,Риск простоя
Более 80%,98..99.5%,Малый,Агентский конвергент,b. <80%,2024-07-11,Android,19.0,Есть,Низкий,До 30 дней,Менее 5%,0.0,35-44,До 80%,Ева+,100MB - 1GB,Муж,До 15 дней,Менее 80%,25-34,Нет данных,2...5 Mbps,Прочее,Управляй! 3.0,Поволжский филиал,NETWORK DEVICE,Более 40 руб,Риск простоя
Более 80%,>99.5%,Большой,Все мобильные,b. <80%,2024-08-15,Android,13.0,Есть,Средний,Прочее,Менее 5%,0.03343608884953358,35-44,До 80%,Ева МЛК,100MB - 1GB,Не определен,До 15 дней,Более 80%,55+,25-50 тыс. руб.,5...10 Mbps,98...99.5%,Тёплый приём - линейка 7.0,Поволжский филиал,NETWORK DEVICE,Более 40 руб,5-24 часа
Более 80%,>99.5%,Большой,Прочие,a. <100 MB,2023-06-19,Android,18.0,Нет,Высокий,Прочее,Менее 5%,-0.2677412559621149,55+,Не VoLTE,Ева Volte,До 100MB,Не определен,Более 15 дней,Более 80%,55+,25-50 тыс. руб.,Прочее,Прочее,PAYGO линейка 2018,Уральский филиал,ROUTER,Нет переплат,Риск простоя
Менее 20%,>99.5%,Большой,Внутрисетевые,b. <80%,2024-04-21,Прочее,3.0,Нет,Высокий,Прочее,Менее 5%,-0.04860214886486255,55+,Не VoLTE,Ева МЛК,Более 1GB,Жен,До 15 дней,Прочее,55+,10-25 тыс. руб.,5...10 Mbps,<98%,Тарифные планы FMC - Объединяй 6.2,Уральский филиал,USB MODEM,Более 40 руб,1-5 часов
Более 80%,98..99.5%,Средний,Прочие,a. <100 MB,2023-06-30,Android,7.0,Нет,Средний,Прочее,Менее 5%,0.26380197256354787,55+,Не VoLTE,Ева МЛК,100MB - 1GB,Муж,Более 15 дней,Прочее,55+,До 10 тыс. руб.,Прочее,>99.5%,Включайся! - Линейка 3.0,Столичный филиал,DATA CARD,Нет переплат,Более 24 часов
Прочее,<98%,Малый,Все включено,c. 80-90%,2024-08-06,Android,1.0,Есть,Высокий,91-180 дней,Менее 5%,-0.051057194356293356,55+,Более 80%,Ева Volte,До 100MB,Не определен,Более 15 дней,Более 80%,55+,Более 50 тыс. руб,<2 Mbps,Прочее,Тарифные планы FMC - Объединяй 1.0,Столичный филиал,NETWORK DEVICE,Нет переплат,Нет простоя
Более 80%,Прочее,Средний,Сэмплинг,a. <100 MB,2024-03-21,iOS,3.0,Есть,Высокий,Прочее,Прочее,-0.04238327201800724,45-54,Не VoLTE,Ева МЛК,100MB - 1GB,Муж,Нет,Менее 80%,55+,Более 50 тыс. руб,5...10 Mbps,Прочее,Включайся! - Линейка 3.4.3 - Прочие ТП,Северо-Западный филиал,TABLET,Нет переплат,Нет простоя
Более 80%,98..99.5%,Средний,Включайся!,c. 80-90%,2024-11-09,Прочее,14.0,Нет,Низкий,Более 366 дней,5...20%,-0.16882525156298758,18-24,Не VoLTE,Ева+,До 100MB,Жен,Более 15 дней,Прочее,55+,До 10 тыс. руб.,5...10 Mbps,98...99.5%,Включайся! - Линейка 2 Огненный щит,Северо-Западный филиал,USB MODEM,Нет переплат,5-24 часа
Менее 20%,<98%,Малый,Прочие,b. <80%,2023-01-25,Android,4.0,Нет,Низкий,31-90 дней,Более 20%,-0.09386543126507213,45-54,До 80%,Ева Volte,Более 1GB,Не определен,До 15 дней,Более 80%,45-54,10-25 тыс. руб.,>10 Mbps,Прочее,Прочее,Северо-Западный филиал,USB MODEM,Нет переплат,Риск простоя
Более 80%,>99.5%,Малый,ПД,b. <80%,2023-06-12,Android,19.0,Нет,Низкий,Более 366 дней,Менее 5%,0.09567052579488204,55+,Не VoLTE,Ева МЛК,100MB - 1GB,Муж,Более 15 дней,Прочее,45-54,Нет данных,<2 Mbps,<98%,Тёплый приём - линейка 7.1,Дальневосточный филиал,LAPTOP,Нет переплат,Риск простоя
Менее 20%,>99.5%,Малый,Включайся!,d. >90%,2024-12-12,Android,6.0,Нет,Низкий,181-366 дней,Более 20%,-0.10799945476451203,55+,Более 80%,Ева Volte,Более 1GB,Жен,Более 15 дней,Прочее,55+,25-50 тыс. руб.,Прочее,<98%,Без переплат - Линейка 1.0,Северо-Западный филиал,TABLET,До 40 руб,Более 24 часов
Менее 20%,>99.5%,Малый,Без переплат,b. <80%,2023-02-08,Прочее,9.0,Есть,Средний,До 30 дней,Менее 5%,0.07334040213609105,55+,Более 80%,Ева Volte,100MB - 1GB,Муж,До 15 дней,Прочее,55+,25-50 тыс. руб.,5...10 Mbps,<98%,Включайся! - Линейка 2.1,Центральный филиал,TABLET,Нет переплат,Нет простоя
Более 80%,>99.5%,Большой,Прочие,c. 80-90%,2024-06-23,iOS,11.0,Есть,Низкий,До 30 дней,5...20%,0.2501163394102722,45-54,Не VoLTE,Ева+,Нет,Муж,Нет,Менее 80%,18-24,Нет данных,2...5 Mbps,98...99.5%,Включайся! - Линейка 3.2 - Часть II,Сибирский филиал,TABLET,Более 40 руб,Риск простоя
Прочее,<98%,Средний,Сэмплинг,d. >90%,2023-10-31,Прочее,15.0,Есть,Средний,181-366 дней,Более 20%,-0.03027415729746021,55+,Не VoLTE,Ева+,100MB - 1GB,Не определен,Нет,Прочее,45-54,До 10 тыс. руб.,2...5 Mbps,98...99.5%,Прочее,Поволжский филиал,SMART WATCH,Более 40 руб,1-5 часов
Более 80%,<98%,Средний,Все мобильные,c. 80-90%,2023-03-08,Прочее,9.0,Нет,Высокий,91-180 дней,Менее 5%,-0.05988130009042073,55+,Не VoLTE,Ева Volte,Более 1GB,Муж,До 15 дней,Менее 80%,25-34,Более 50 тыс. руб,Прочее,>99.5%,Агентская линейка 2022,Северо-Западный филиал,SMART WATCH,Более 40 руб,Риск простоя
Прочее,Прочее,Средний,Персональные,b. <80%,2023-12-03,Прочее,11.0,Нет,Средний,Более 366 дней,5...20%,-0.024518238223044407,55+,Не VoLTE,Ева МЛК,До 100MB,Жен,Нет,Прочее,55+,Нет данных,2...5 Mbps,<98%,Тарифные планы FMC - Объединяй 6.0,Поволжский филиал,DATA CARD,Более 40 руб,Риск простоя
Более 80%,98..99.5%,Большой,Сэмплинг,c. 80-90%,2024-03-03,Android,10.0,Есть,Высокий,Более 366 дней,5...20%,0.05369879718633624,45-54,Более 80%,Ева МЛК,До 100MB,Муж,Более 15 дней,Прочее,55+,Более 50 тыс. руб,Прочее,Прочее,Без переплат - Линейка 1.2,Дальневосточный филиал,NETWORK DEVICE,До 40 руб,Нет простоя
20...80%,>99.5%,Малый,Сэмплинг,b. <80%,2024-12-13,iOS,2.0,Есть,Высокий,181-366 дней,Более 20%,-0.22513837408901194,55+,До 80%,Ева+,Нет,Жен,Нет,Прочее,55+,Более 50 тыс. руб,5...10 Mbps,98...99.5%,ВСР - Отмена,Сибирский филиал,LAPTOP,Нет переплат,Нет простоя
Менее 20%,98..99.5%,Средний,Прочие,d. >90%,2023-02-27,Android,14.0,Нет,Высокий,181-366 дней,5...20%,0.2154172766191705,35-44,До 80%,Ева МЛК,Более 1GB,Муж,Нет,Прочее,25-34,До 10 тыс. руб.,2...5 Mbps,>99.5%,Включайся! - Линейка 3.4 - Прочие ТП,Сибирский филиал,DATA CARD,До 40 руб,Более 24 часов
Прочее,>99.5%,Средний,Включайся!,c. 80-90%,2023-01-20,Прочее,4.0,Есть,Низкий,31-90 дней,Более 20%,-1.0,55+,Не VoLTE,Ева+,Нет,Не определен,Более 15 дней,Менее 80%,55+,До 10 тыс. руб.,Прочее,>99.5%,Тарифные планы FMC - Объединяй 6.1,Дальневосточный филиал,NETWORK DEVICE,Нет переплат,5-24 часа
Прочее,>99.5%,Большой,Персональные,c. 80-90%,2024-10-22,Android,2.0,Нет,Низкий,Прочее,Прочее,-0.5110327662995308,18-24,До 80%,Ева+,Более 1GB,Муж,Более 15 дней,Более 80%,55+,Нет данных,<2 Mbps,>99.5%,LEGO_Включайся!;Тёплый приём Lego,Северо-Западный филиал,SMARTPHONE,До 40 руб,Более 24 часов
Более 80%,Прочее,Малый,Включайся!,b. <80%,2024-08-28,Прочее,5.0,Нет,Средний,91-180 дней,Прочее,-0.07387447936888393,25-34,До 80%,Ева МЛК,Более 1GB,Не определен,До 15 дней,Прочее,25-34,До 10 тыс. руб.,Прочее,>99.5%,Тёплый приём - линейка 4.1,Кавказский филиал,ROUTER,Нет переплат,1-5 часов
20...80%,<98%,Средний,Сэмплинг,c. 80-90%,2024-08-21,Android,14.0,Нет,Высокий,Более 366 дней,5...20%,-1.0,18-24,Более 80%,Ева Volte,Нет,Не определен,Нет,Более 80%,55+,10-25 тыс. руб.,5...10 Mbps,<98%,YOTA_Готовый тариф,Уральский филиал,ROUTER,До 40 руб,Нет простоя
20...80%,>99.5%,Большой,Все включено,b. <80%,2024-12-26,Android,15.0,Нет,Высокий,181-366 дней,Менее 5%,0.4035720195402378,55+,Не VoLTE,Ева Volte,До 100MB,Жен,До 15 дней,Прочее,45-54,10-25 тыс. руб.,Прочее,98...99.5%,Агентская линейка 2021,Поволжский филиал,USB MODEM,До 40 руб,5-24 часа
Прочее,>99.5%,Большой,Без переплат,a. <100 MB,2024-07-18,Прочее,19.0,Нет,Средний,91-180 дней,Более 20%,0.37821369510197916,55+,Более 80%,Ева Volte,До 100MB,Не определен,Нет,Более 80%,55+,Нет данных,5...10 Mbps,>99.5%,Тёплый приём - линейка 5.1,Центральный филиал,SMART WATCH,Более 40 руб,Более 24 часов
Менее 20%,<98%,nan,Без переплат,b. <80%,2024-09-07,Прочее,6.0,Нет,Средний,31-90 дней,Менее 5%,0.07625936540652065,55+,Не VoLTE,Ева+,Более 1GB,Муж,До 15 дней,Более 80%,25-34,До 10 тыс. руб.,>10 Mbps,98...99.5%,Новая линейка ПД 2022,Уральский филиал,PHONE,Нет переплат,1-5 часов
